"","screen_name","text","location"
"153","RichidsCoulter","@SenBillCassidy I’ve never heard a bigger load of BS than your comments to @SenRandPauI today on the flu shot. Typhoid Mary? @cochranecollab have analyzed hundreds of flu shot RCTs and concluded every time there is no evidence they affect transmission or complications.

https://t.co/38axZhMhgV","San Diego, CA"
"154","RichidsCoulter","@papp29 @drcmoliver @ChipQuasney @cspan @RandPaul @SenRandPauI Actually all credible science says the flu shots don’t prevent complications so there you go, also no evidence they affect transmission so saying you’re protecting someone else is also not scientific.
https://t.co/38axZhMhgV","San Diego, CA"
"155","sonibett","@isalob Isa querida cuídate mucho katy mi hija mayor tuvo influenza y yo bronquitis :(  los cambios están horribles te mando un fuerte abrazo esperando que te recuperes muy pronto .","México"
"156","georgetown_ghss","Our next #globalhealth security seminar is on Fri, March 15 and will feat. Ellie Graeden discussing data visualization and decision support for informing #influenza response

@GlobalGtown @TalusAnalytics 

RSVP: https://t.co/nbJ7pYSqEz","Washington DC"
"157","Siubhan_H","@Boxmenot @Thirtee19261537 @doritmi @emartinez78987 @nicolasDenver @Plasticdoe @Takethatdoctors @Just4TheCause @LaughlandMorgan @SciencePharmer @MilanovNina @jkellyca @Awithonelison @Col_Sandurz @FreeBeeCee @Golfergirl2018 @slsprojectz @TheFrankmanMN @PrincipalVice5 @AngryAmygdala @EmmaGPaley @HelloGeorgeN @_CWN @KarmicTimes @Cattleprod11 @kmerian @astrahlgems @bluehatman @kenjaques @margie_moo @KrochetxKorner @what_if_007 @MissTm13 @Belle_Vivant @erikwilson1975 @SpectrumomYeah @TrikeParty @ailsa_graham @GeoffSchuler @dstluke @ChrisJohnsonMD @MacRaider @DiegoPrickle I'm sure you'd prefer smallpox to be around again, but those evil vaccines went &amp; eradicated it. 
How about a nice polio epidemic?
We could always have a nice 1918 influenza epidemic that kills tens of millions.
You're doing a good job with measles, killing 110,000 last year.","United States"
"158","devotedfriend72","@toy_man2 I’m trying influenza is going around I keep cleaning every surface at work it’s so nasty <U+0001F637>","New England"
"159","nwvetstanwood","Equine influenza isn't usually fatal, but it is highly contagious. To protect your horse from an outbreak, here's what you need to know:

&gt; The most common symptom is a fever. If your horse spends a... https://t.co/bO5UsjXXep","Stanwood WA"
"160","PBolton_Rbch","@jean_dipple @jo_peasland @BCHCRKIRBY Could someone please share this with me? Really keen to learn from other peoples success stories. #influenza #improveipc","Dorset"
"161","eltiojorge_com","ES MEJOR SER UNA PERSONA“DESCORTÉS” QUE “CONTAGIADA”…O “CONTAGIOSA”. Influenza. 10 años de lecciones aprendidas. 
¡Qué enfermiza obsesión esa de que si no se estrecha la mano, se piensa de inmediato en una descortesía!
https://t.co/avlyHjIoEi  @EnMediosRP @MarthaBaez https://t.co/EKelvWjvmf","Distrito Federal, México"
"162","escanerdetamps","Por influenza, presidente de Suprema Corte falta a sesión. https://t.co/gWL5YJFFYA: Escáner https://t.co/gWL5YJFFYA","Reynosa, Tamaulipas"
"163","escanerdetamps","Por influenza, presidente de Suprema Corte falta a sesión - https://t.co/gWL5YJo4A0 https://t.co/nHylj4v5C6","Reynosa, Tamaulipas"
"164","escanerdetamps","Por influenza, presidente de Suprema Corte falta a sesión https://t.co/gWL5YJFFYA https://t.co/ejccTBPYiv","Reynosa, Tamaulipas"
"165","Jaimea54","Por influenza, presidente de Suprema Corte falta a sesión - https://t.co/jYSrUEEpz0 https://t.co/9RF6RkaZ48","Reynosa Tamaulipas Mexico"
"166","danitaflorianr","@cristofermarin Hahaha es cierto babe! Por ellos mucha gente se está enfermando de influenza, de sarampión, de hepatitis solo porque no se quisieron vacunar<U+0001F644>","Mexico"
"167","MunicipioTlax","#SaludTlaxiaco| La prevención es la medida mas óptima de reducir el contagio de enfermedades propias de la temporada.

La Dirección de Salud del H.Ayuntamiento da a conocer los síntomas y signos principales de la Influenza.

#MunicipiodeTlaxiaco https://t.co/bUuzH956zK","Heroica Ciudad de Tlaxiaco Oaxaca."
"168","androidbtss","@Crims0nBlade Instagram Influenza <U+0001F44B>","Denver, CO"
"169","Crims0nBlade","@androidbtss This post gave me influenza  <U+0001F912>","Denver, CO"
"170","UofU3i","This week's #Meet3iMonday spotlight is Dr. Andrew Pavia (@AndrewPaviaMD). Dr. Pavia is the Division Chief of Infectious Disease for @UofUPediatrics and has research interests in epidemiology, #influenza, and #diarrheal disease. #epitwitter #AcademicTwitter https://t.co/tuC6dfGpNU https://t.co/0hr38Msz16","Salt Lake City, UT"
"171","UofU3i","#WisdomWednesday this week focuses on updated clinical practice guidelines for seasonal #influenza by @IDSAInfo.  Dr. Andrew Pavia (@AndrewPaviaMD) led this effort as the Co-Chair, of IDSA's Influenza Treatment Guidelines Panel.  https://t.co/AJwbZStZet https://t.co/UGQqyWHQMN","Salt Lake City, UT"
"172","UofU3i","#TeamScience Tuesday highlights a key 3i lead collaborator: Dr. Andrew Pavia (@AndrewPaviaMD). Among his many collabs is cross-dept. group focused on understanding protection of infants from  #influenza. This team includes faculty from Peds, OB/GYN, Pathology, and Human Genetics. https://t.co/CDEPiz0xDy","Salt Lake City, UT"
"173","JoseCardenas1","Ministro Arturo Zaldívar falta a sesión en la Corte “por influenza” https://t.co/7dUSOsFhEK https://t.co/DW43FfIer4","Mexico"
"174","biocompare","According to a new study, the most important factor for influenza A virus diversity and prevalence in wild mammals is a diet containing birds. https://t.co/ioYVnKvAt1 https://t.co/OgbPrvPYaF","South San Francisco, CA"
"175","Medkids_mex","Te compartimos estos consejos prácticos del Dr. Enrique Cruz Guzmán para evaluar la gravedad de la influenza en niños <U+0001F52C><U+0001F4DA><U+0001F48A> 
#MEDkids #AcademiaparaPadres #FuturoMEDkids https://t.co/jTGjuQdmqG","Ciudad de Mexico"
"176","impactomx","Por influenza, presidente de Suprema Corte faltó a la sesión del martes - https://t.co/6T8rcdq3yY #México https://t.co/vdbQrGkias","México, D.F."
"177","OKsuziMarketing","@Sereneprincess @bentleyu This has been my last 10 days with our 8YO breaking his arm, then getting Influenza A, working on something for his class' musical this week, etc. So much choppiness. Trying to get back into my rhythm. Yeesh! #brandchat","Austin, TX"
"178","_winterfel","@asianbabygamer @bryannasoriano_ @amaliaqn The itsy bitsy seasonal influenza","Vermont"
"179","GertvanderHoek","De griepepidemie in Nederland neemt af in intensiteit, we zitten nog nét boven de epidemische grens (NIVEL). https://t.co/wVxreocVjT #griep #influenza https://t.co/HSdjxUfzDE","Netherlands"
"180","atti636","@szujozoltan Lehet hogy baromsag, de nekem fejfajasra, torokfajasra, influenza tunetek enyhitesere mindig bevalik. Es nincs tele szeméttel mind az atlag gyogyszerek.","Hungary"
"181","LABestBabies","An influenza #vaccine cannot cause a #pregnant woman to miscarry, researchers say. https://t.co/hhs3KMJOF3","Los Angeles, California"
"182","megalomaniac_v","@Boogadies Last week I got influenza on Wednesday and had to stay in home.
I felt horrible, but I could watch the episode as soon as it came out, it was really nice. https://t.co/K8gKRcb6Z4","Guanajuato, México"
"183","WebMD","At the start of the flu season, the predominant strain was influenza A H1N1, but now a more severe strain, influenza A H3N2, accounts for nearly half of all the new cases, according to the CDC. https://t.co/Hror2yc9yd https://t.co/p0chnRREw3","USA"
"184","WebMD","At the start of the flu season, the predominant strain was influenza A H1N1, but now a more severe strain, influenza A H3N2, accounts for nearly half of all the new cases, according to the CDC.
https://t.co/9GwNBk30ud https://t.co/xPtg6lZM2h","USA"
"185","dawso007","@CoyneoftheRealm Or anything else. Some of the healthiest people I know died after acute onset of illnesses ranging from influenza to cancer. Non-smokers get lung cancer. Apparent risk reduction <U+2260> total protection.","Minnesota"
"186","LaCronicaDeHoy","El ministro Arturo Zaldívar informó que no asistió a la sesión del pleno de la Corte debido a que tiene influenza.  https://t.co/ATeksf2fKe","México"
"187","VillarrealOBety","Hola @gobqro @PanchDominguez @QroMunicipio @LuisBNava el día de ayer solicite al área de protección civil en Usebeq apoyo para acudir a escuela donde están 4casos confirmados de influenza, compartir algunas recomendaciones a padres de familia y realizar limpieza, No he recibido -","Querétaro, Querétaro Arteaga"
"188","EMNews","Don’t be fooled by that new #oseltamivir study, says @Runde_MC. #Tamiflu is still pretty worthless for H1N1. https://t.co/9D0L6wgVFT #AheadofPrint @IDSAinfo #influenza #flu #themoreyouknow #chickensoupinstead https://t.co/3xFmozHZaa","New York, NY"
"189","TargetRx_Tech","@revelation3v4 And the high probability rate of your child getting seriously sick and/or making another’s seriously sick. Have you seen pics of a child that has died of measles? Or the people currently dying of Influenza A? Because no vaccines is the cool snowflake thing to do #hopeImwrong","Apple Valley, CA"
"190","alonhu","Visszavonulóban az influenza - A kórházak a látogatási tilalmakat fenntartják https://t.co/UdN9VQc0Rn","Hungary"
"191","dupage_care","From the seasonal influenza (flu) shot to tetanus shots, at DuPage Immediate Care we offer a variety of vaccines to keep you healthy year-round. What’s more, we also offer standard and specialized vaccinations.

Learn more: https://t.co/8POBYNuC9A

#FluShot #Vaccinations #UrgentC https://t.co/JFySdoKLOv","Oakbrook Terrace, IL"
"192","KUNRPublicRadio","From @NPRGoatsandSoda: When conducting a study on how the typhoid oral vaccine affected the gut, researchers noticed that the vaccine also triggered a protective response against influenza: https://t.co/bPfxivPGML https://t.co/0RzeVfp6TG","Reno, NV"
"193","PotusBe","@amyklobuchar @SenMarkey @SenTinaSmith You should also read up on Vitamin D, which attenuates the Influenza virus. Problem is there is no patentability. Pharma won’t invest in drug development unless they can make billions.","Washington, DC"
"194","EncuentroWRadio","Se estabiliza en 32 número de muertos por influenza https://t.co/a6cUbgOsWi https://t.co/9hMI5M3Vm6","Oaxaca de Juárez, Oaxaca"
"195","SteriExperts","It's that time of year: FDA's Critical Role in Ensuring Supply of Influenza Vaccine https://t.co/xPki3PAQ9E","Indianapolis, Indiana"
"196","AllergyAsthmaHQ","The @US_FDA accepts Genentech’s supplemental new drug application for Xofluza (baloxavir marboxil) for the treatment of influenza in people at high risk of complications -- this includes people with #asthma and #COPD. https://t.co/CIq066bc01","Vienna, VA"
"197","SoniaRaoID","FDA Accepts Genentech’s Supplemental New Drug Application for XOFLUZA (baloxavir marboxil) for the Treatment of Influenza in People at High Risk of Complications | Business Wire https://t.co/kON2n09hac",""
"198","LucQuiGurl","@MollyJongFast He probably thinks it’s time for a good housecleaning of the world’s gene pool. It’s been a hundred years since the influenza epidemic, after all. <U+0001F644>","Minneapolis, MN"
"199","_DCHealth","Influenza activity remains the same since last week in the District for Week 8 (February 17, 2019 – February 23, 2019). Read the latest influenza surveillance report here: https://t.co/ggGDFgQsBF https://t.co/Ro0azCO5Q7","District of Columbia"
"200","mala_influenza","I'm at Meds for Pets in Monterrey, NL https://t.co/r3sJiSjaNW","Monterrey, N.L., Mexico"
"201","mala_influenza","I'm at Tacos De La Ñora in Monterrey https://t.co/IRtfGFgI9b","Monterrey, N.L., Mexico"
"202","mala_influenza","I'm at La Puntada in San Nicolás de los Garza, Nuevo León https://t.co/vGJWhxtmtS","Monterrey, N.L., Mexico"
"203","mala_influenza","I'm at Pilates Total Balance Leones in Monterrey https://t.co/X9KwPk07BW","Monterrey, N.L., Mexico"
"204","mala_influenza","I'm at San Nicolás de los Garza in Nuevo León https://t.co/KR4YkjWQtA","Monterrey, N.L., Mexico"
"205","PoligrafoMx","#Estados El Secretario de Salud de #Zacatecas, @GilbertoBreC informó que del 16 de octubre de 2018 al 28 de febrero de 2019, fueron estudiados 1, 219 casos probables de influenza, de los cuales se reportaron 189 positivos https://t.co/AjrUGVscTR https://t.co/sECz8wwHGv","México"
"206","PoligrafoZac","#Salud El titular de @SSZ_Zac, @GilbertoBreC informó que del 16 de octubre de 2018 al 28 de febrero de 2019, fueron estudiados, en la entidad, 1 mil 219 casos probables de #influenza, de los cuales se reportaron 189 positivos. https://t.co/GiMkm1IBu0 https://t.co/6fsVE6Hj7Z","Zacatecas, México"
"207","wisekatz45","Why couldn't our enemies infect 5k migrants with diseases and send them to our borders?  Once in they could spread it throughout the entire country. Influenza killed millions in 1918. Build the damn wall now! Stop germ warfare","Checotah, OK"
"208","ldpsci","This article should be referenced regarding the #influenza research debate and in every #biosafety meeting. 
https://t.co/1fzQMOhI4e","Maryland"
"209","RevistaGM5","Influenza, 10 años de lecciones aprendidas
Sigue el LINK: <U+2B07>
<U+27A1> https://t.co/PGJ2rFZXKN <U+2B05><U+0001F468><U+0001F3FB><U+200D><U+2695>
Revista GM5: ""A diez años de estos sucesos, es importante que no bajemos la guardia."". 
@ChinoinPF
 
@EnMediosRP
 #Influenza #FelizMiércoles #BuenMiercoles #SIGUEMEYTESIGO https://t.co/lHmgnwb5Vf","México."
"210","OSUEMEdu","How is this year’s #influenza season going? 
https://t.co/GQXpGgA22q","Columbus, OH"
"211","ShohamTxID","@DrLuisO Implementation of voluntary vaccine recommendations (e.g. influenza, HPV, people who are not in schools or jobs that require it) is an understudied area. You and your patients are paying the price for that","Baltimore, MD"
"212","julieburg08","@TheVeryBestBlog @SandhyaWrites It’s a fact that if it weren’t for vaccinations, thousands would have died of Smallpox, Influenza, Polio, etc.. While there are some vaccinations that I don’t believe are necessary, I do believe most are! I don’t believe that the CDC arranges the data to “fit the narrative”!","Texas"
